枪杀,0.005254826184513927
举刀,0.02290826745191115
出击,0.0019184877431526173
酒精,0.0032372900396685305
视界,0.0034987142656901006
公共,0.002060393955175382
累倒,0.007020170311253649
悬,0.0025715031118695494
拘,0.018288876156535645
违反,0.0030481460260892742
百万,0.011129424975868996
跑吐,0.02290826745191115
跪求,0.002687052909256149
车流,0.004372154121144066
禁带,0.02290826745191115
黑科技,0.0018822284498469953
步枪,0.002040318968659508
婴儿车,0.0031364132324262603
溜达,0.0023293987744881016
逮个正着,0.004077930100020779
排行榜,0.0018936109672014962
放倒,0.0030481460260892742
新闻Knews,0.005179440038384004
铺满,0.005374105818512298
翡翠,0.0031364132324262603
星,0.042746028378432534
前门,0.012316202691472817
口感,0.0018075400157623437
施暴者,0.008785514437993372
威胁,0.005636299841005857
直肠癌,0.02290826745191115
前夫,0.0018473014747605097
夜查,0.026356543313980116
爆炸案,0.02290826745191115
电动车,0.009639157420599176
心快,0.02290826745191115
胸衣,0.012316202691472817
食材,0.0018870927735027646
减刑,0.024632405382945633
老人,0.01772837079358337
黑车,0.004750442148302578
海上,0.0019704650184865368
真人版,0.0019359792262432494
走失,0.0030481460260892742
袁,0.0019676336726537546
治病,0.0023660812498489275
夸,0.0018487504576278747
进班房,0.008785514437993372
猥亵,0.022661030277679715
回来,0.0017595628967884572
法律,0.007098243749546782
冤狱,0.02290826745191115
报,0.0039409300369730735
|,0.005179125419311351
留学生,0.005143006223739099
交警队,0.028080681245014595
母亲,0.007055234342271839
半挂,0.012316202691472817
张,0.0034667530792699044
惊呆,0.0036150800315246875
面部,0.0024302755817303717
超神,0.0019051988671103515
先,0.0017609159336748937
必杀技,0.0031364132324262603
山西,0.007347277884156583
秘籍,0.0023125859732810567
抢行,0.02290826745191115
列入,0.0032372900396685305
落网,0.016076773804974805
恩人,0.0031364132324262603
受骗,0.0038425508831221493
轻信,0.005960963835209816
外卖,0.007633391011820598
撞人,0.012233790300062337
核查,0.010509652369027855
大皖,0.007020170311253649
总部,0.0023125859732810567
扰乱,0.0031364132324262603
骗局,0.004389792729663484
英,0.0037899553704702025
眼识,0.008785514437993372
尿液,0.005960963835209816
涉案,0.018635190195904813
手套,0.0022408240169095235
店,0.005572114350101121
行窃,0.005254826184513927
失踪,0.005789427274294031
公斤,0.0019403025179822037
搭,0.0017765738951950687
惊现,0.0038556629682396704
帮忙,0.0035943733070405285
监护人,0.024632405382945633
逃逸,0.006707372711434606
短信,0.004814993895673912
漂浮,0.0023125859732810567
废品,0.003649967887477816
快报,0.0039038485399372808
检测,0.004658797548976203
专骗,0.02290826745191115
电话,0.005416846056805871
野生,0.0019184877431526173
画,0.0017765738951950687
疑,0.009069282957048359
警车,0.013603924435572538
诈骗网,0.02290826745191115
摧毁,0.0021846624858361495
刺伤,0.009500884296605156
索赔,0.005678184232687562
惊,0.005795476426070409
工友,0.004077930100020779
隧道,0.005928989847420471
救援者,0.02290826745191115
血迹,0.008785514437993372
韩星,0.004750442148302578
法网,0.005960963835209816
东莞,0.0021564671049299246
怼,0.0018909421004902048
骑马,0.0021024259581929948
扔地,0.012316202691472817
闯关,0.0019621618582353444
擒,0.006272826464852521
违,0.010509652369027855
红星,0.003998512992481346
追车,0.007020170311253649
瓦斯,0.0023861419785618783
集装箱,0.002687052909256149
工业,0.0021846624858361495
背锅,0.0025715031118695494
装扮,0.0019239882095333193
景区,0.0018333344749565273
吹气,0.008785514437993372
老乡,0.002901034015527631
轻生,0.00761673643012768
发问,0.0032372900396685305
甘当,0.007020170311253649
餐半路,0.02290826745191115
李,0.0017373203389503984
卧底水,0.008785514437993372
脑回路,0.002407496947836956
受审,0.011921927670419632
提请,0.02290826745191115
酒店,0.00711494481198202
怒赞,0.005254826184513927
拘一日,0.02290826745191115
沃尔玛,0.003353686355717303
网吧,0.002407496947836956
处置,0.0031364132324262603
漏洞,0.0024302755817303717
武警,0.0022537411690563996
围堵,0.0023861419785618783
高铁,0.003547731869209231
感情,0.0017616984443693704
车头,0.002606809994404344
长,0.0052108372444714226
徒手,0.0038517830910380453
实施,0.0038896118937538963
走,0.006941385860690051
生命,0.003545674158716674
导致,0.0019167209266788162
茅台,0.0021238384880321558
救命,0.00649642188815824
撞断,0.014040340622507298
秘密,0.0034994452570469283
数值,0.004372154121144066
高速,0.008988469681576522
话,0.0035250299545359102
命大,0.012316202691472817
北京,0.003495404070124309
骑车,0.006349309877596597
满,0.0017549288169659894
钱,0.017423686793312784
齐鲁网,0.012857515559347747
抓错,0.012316202691472817
快递,0.0018392690697348994
车费,0.007685101766244299
撕扯,0.004750442148302578
老板,0.0017382795395263898
摩托蛇形,0.02290826745191115
追砍,0.024632405382945633
宝马,0.007328880898033374
学,0.0035028038659837063
案外,0.02290826745191115
特别,0.001752233593529014
晴天,0.0018743799843740335
巧,0.004694401128002887
逗乐,0.0019621618582353444
精心,0.0020028764773618074
防毒,0.005254826184513927
高声,0.005960963835209816
抽烟,0.0021238384880321558
女生,0.010473346066616663
交巡警,0.02290826745191115
广西,0.008907737480658547
追赶,0.005802068031055262
攀登,0.002783344407078316
孩疑,0.02290826745191115
眼,0.014262557842090304
解救,0.004534641478524179
时速,0.0019763299491401573
缉私,0.02290826745191115
低头不语,0.008785514437993372
擅自,0.005960963835209816
留,0.0035979870247606735
吞,0.0021093039223231496
喷洒,0.007020170311253649
丰唇,0.02290826745191115
恐慌,0.004077930100020779
黑案,0.010509652369027855
日记,0.0017947516961040715
酒致,0.02290826745191115
超市,0.005531466835830171
直播,0.061025676560707065
容,0.002687052909256149
集团,0.0019184877431526173
逃之夭夭,0.012316202691472817
吐槽,0.00526268707231173
僵持,0.004750442148302578
酷双双,0.02290826745191115
含,0.002095789326137582
物业,0.002407496947836956
延误,0.003489482057774205
姑息,0.02290826745191115
教训,0.0037326265938928136
罗定,0.012316202691472817
增,0.002194896364831742
前往,0.002060393955175382
